image_id,healthy,multiple_diseases,rust,scab
Test_34,5.366602636058815e-05,2.297866012668237e-05,1.6930447600316256e-05,0.9999064207077026
Test_35,6.378540547302691e-06,3.378875044290908e-05,1.9303754470456624e-06,0.9999579191207886
Test_36,1.5172730693374659e-12,8.48996114655165e-06,0.9999915361404419,1.4473746645649044e-09
Test_37,0.0002823998802341521,0.007737192790955305,7.196321803348837e-06,0.9919732809066772
Test_38,4.522681784635552e-09,1.1153716513945255e-05,1.0570765374140478e-09,0.9999887943267822
Test_39,8.741797614675306e-07,4.205142012381202e-09,0.9999990463256836,1.7526681972412916e-07
Test_40,6.412845362564366e-15,2.4972246492893646e-08,1.0,1.201684693592775e-13
Test_41,1.2876346039761288e-12,3.948130995468091e-07,0.9999996423721313,8.113315249670683e-13
Test_42,5.416346926523374e-09,2.466458681738004e-07,3.504847245761056e-10,0.9999997615814209
Test_43,6.433455723708903e-08,9.991952083510114e-07,0.999998927116394,1.1814982152358322e-11
Test_44,0.9940444827079773,2.308348848600872e-05,3.7205561966402456e-05,0.0058952076360583305
Test_45,0.00020836996554862708,0.0049466416239738464,2.526213165765512e-06,0.9948424696922302
Test_46,0.0793648213148117,0.000628522306215018,6.910359661560506e-05,0.9199375510215759
Test_47,1.0421204040184417e-27,3.0812721263373533e-09,1.0,4.592485657287473e-23
Test_48,5.721641151319734e-13,3.278570090969879e-07,0.9999996423721313,5.810693939900524e-12
Test_49,1.8745737406788976e-06,4.7506702571809e-07,0.9999969005584717,6.557294227604871e-07
Test_50,1.8441578264472014e-09,6.586989911738783e-06,0.9999934434890747,1.2729112208731408e-09
Test_51,4.7470788388235315e-15,4.07903355537087e-09,1.0,6.169529134531643e-14
Test_52,3.6460929761505945e-12,2.6523568976699607e-06,0.9999973773956299,1.4551459863454408e-11
Test_53,5.609374943704726e-12,1.1927273391165727e-08,1.0,3.570021708809712e-11
Test_54,0.001453164964914322,0.996900200843811,0.0015664217062294483,8.023827103897929e-05
Test_55,5.047357642951056e-09,2.805047643050784e-07,4.738463843523277e-08,0.9999996423721313
Test_56,1.5796960042280261e-06,0.0012542576296254992,2.996882813022239e-07,0.9987439513206482
Test_57,0.24362371861934662,0.13104774057865143,0.1529977172613144,0.47233083844184875
Test_58,5.7156248622902694e-09,1.6132219116116175e-06,7.13722025924568e-10,0.9999983310699463
Test_59,0.00021850061602890491,0.2922469973564148,0.7057448625564575,0.0017896692734211683
Test_60,9.906978570839442e-10,8.560592732465011e-07,1.5572878542258195e-09,0.9999991655349731
Test_61,0.9998679161071777,6.625066453125328e-05,5.279787728795782e-05,1.3018522622587625e-05
Test_62,0.009439658373594284,0.04159308969974518,0.011606632731854916,0.9373606443405151
Test_63,0.0006696953787468374,0.00019717532268259674,1.7097259842557833e-05,0.9991160035133362
Test_64,0.9441892504692078,1.794415948097594e-05,0.00209002080373466,0.05370279401540756
Test_65,4.4398701382064587e-10,0.0007711517973802984,0.999228835105896,4.3949288652811447e-10
Test_66,0.9999926090240479,1.0141061324020484e-08,7.231807103380561e-06,9.142522827687571e-08
Test_67,5.65546997677302e-06,5.2917843277100474e-05,0.9999383687973022,3.1042604859976564e-06
Test_68,3.115919611218487e-08,0.006874704267829657,8.634992099132432e-08,0.9931252002716064
Test_69,5.099692498333752e-05,1.7561485947226174e-05,0.9999313354492188,9.289116320587709e-08
Test_70,8.884690032573417e-07,0.00022271531634032726,1.1823550494227675e-06,0.999775230884552
Test_71,0.8044955134391785,0.00010959871724480763,0.19452400505542755,0.0008708742680028081
Test_72,9.536898141959682e-05,0.0003533860726747662,4.418979733600281e-05,0.9995070695877075
Test_73,0.9999747276306152,1.7599190869077574e-06,2.0028044673381373e-05,3.507983592498931e-06
Test_74,0.47095733880996704,0.012438639998435974,0.0011660302989184856,0.5154380202293396
Test_75,0.00017755218141246587,2.740405079748598e-06,0.002223266288638115,0.9975964426994324
Test_76,0.9999289512634277,1.045795716692055e-08,4.4918506318936124e-05,2.6110063117812388e-05
Test_77,3.699245280586183e-05,8.193403999712245e-08,0.9999629259109497,3.8954851788730593e-08
Test_78,1.2663844582358474e-12,1.5132563930819742e-06,2.9867128735483472e-12,0.9999984502792358
Test_79,0.00018731133604887873,0.0001291034568566829,9.29421639739303e-06,0.9996743202209473
Test_80,0.0004073521704412997,0.17935717105865479,0.8048274517059326,0.015408030711114407
Test_81,1.2033748362227925e-06,0.27285853028297424,0.7271381616592407,2.2034232642909046e-06
Test_82,7.058100095491682e-07,0.0115199601277709,0.5520453453063965,0.4364340305328369
Test_83,7.016877816568012e-07,0.0007542538223788142,0.9992445707321167,4.807471327694657e-07
Test_84,9.989260433940217e-06,3.424483656999655e-05,3.465562258497812e-06,0.9999523162841797
Test_85,0.0015940502053126693,0.0022821163292974234,0.0004118307842873037,0.9957120418548584
Test_86,9.099245801280631e-09,8.210404303099494e-06,0.999991774559021,3.131345849283207e-09
Test_87,0.9824507832527161,0.007838851772248745,0.0067371497862041,0.0029731353279203176
Test_88,6.291460522334091e-06,4.233519211993553e-05,1.7782234635888017e-06,0.99994957447052
Test_89,0.5249220132827759,0.002495839260518551,0.000507867953274399,0.4720742404460907
Test_90,1.1583353831667864e-08,7.04570920788683e-05,0.9999295473098755,1.6562982096957057e-08
Test_91,0.9999978542327881,1.4751126400369685e-06,6.06991591212136e-07,8.928348194103819e-08
Test_92,0.9998130202293396,3.0356923730323615e-07,0.0001555335329612717,3.109632234554738e-05
Test_93,1.2373924995756624e-08,8.023808732104953e-06,0.9999920129776001,1.2414894001722132e-08
Test_94,7.65490865139995e-11,1.3045086122431826e-09,3.4553363642553236e-11,1.0
Test_95,0.9999144077301025,1.3307044355315156e-06,7.914152956800535e-05,5.0738058234856e-06
Test_96,1.4154225880247395e-07,1.098487587114505e-06,1.648159724254583e-07,0.9999985694885254
Test_97,0.9998705387115479,2.3487846192438155e-06,0.00012377486564218998,3.3424280445615295e-06
Test_98,2.5359478968312033e-05,0.01254300493746996,2.0445265818125335e-06,0.9874295592308044
Test_99,0.07844977080821991,0.0050141955725848675,0.002853425918146968,0.9136826395988464
Test_100,1.4320003516310464e-10,1.0708390840719062e-09,1.1760428568485803e-11,1.0
Test_101,0.06375239789485931,1.4362476576934569e-05,0.0014327086973935366,0.9348005056381226
Test_102,7.327137609536294e-06,2.721223836488207e-06,6.602286362067389e-08,0.9999898672103882
Test_103,0.0004908144474029541,0.0002841033274307847,6.314114102679014e-07,0.9992244243621826
Test_104,6.352768195938552e-07,0.4025874733924866,1.5781637557665817e-05,0.5973961353302002
Test_105,5.008898256164684e-07,2.312110751745422e-07,5.227581212352561e-08,0.9999991655349731
Test_106,0.9999333620071411,3.3899382856361626e-08,6.626018148381263e-05,3.167857869357249e-07
Test_107,0.0007131145684979856,0.4132198393344879,0.5147260427474976,0.07134101539850235
Test_108,3.5211918714139756e-08,6.427953849197365e-07,1.6849423190024027e-08,0.9999992847442627
Test_109,0.8813040256500244,0.02151206135749817,0.0038989076856523752,0.09328506886959076
Test_110,0.9835182428359985,3.671498780022375e-05,0.0023082862608134747,0.014136793091893196
Test_111,0.08396336436271667,0.00023080968821886927,0.0017025390407070518,0.9141032695770264
Test_112,1.1926322258659638e-06,0.00018606556113809347,0.9998067021369934,6.137584932730533e-06
Test_113,0.03159213438630104,0.007983964867889881,0.005661290138959885,0.9547625780105591
Test_114,0.0006010587094351649,0.968079149723053,0.0020466363057494164,0.02927313558757305
Test_115,2.5138514533895595e-11,9.2137826257499e-09,1.0,7.77769584847654e-11
Test_116,4.9382782890461385e-05,0.000769119942560792,0.9991641044616699,1.738054197630845e-05
Test_117,1.981383866223041e-05,0.34716734290122986,0.652809739112854,3.128827984255622e-06
Test_118,3.415207316947999e-08,5.710563755201292e-07,0.9999994039535522,2.6952473586305814e-09
Test_119,0.9999995231628418,8.387180372437797e-08,3.101258698734455e-07,2.48378011491468e-08
Test_120,4.876384018803748e-11,1.096740405159835e-07,0.9999998807907104,5.586271722979319e-11
Test_121,0.0001954217441380024,0.0015602571656927466,0.9244011640548706,0.07384316623210907
Test_122,4.1022454530526e-12,7.95943742559757e-06,0.9999920129776001,2.1621049395292857e-10
Test_123,3.6777072409677203e-07,0.005235472694039345,0.994762122631073,2.0687843971245456e-06
Test_124,3.0810184398433194e-05,1.0775861483125482e-06,1.0642552297213115e-06,0.999967098236084
Test_125,0.0003178419719915837,0.08641726523637772,6.810153718106449e-05,0.913196861743927
Test_126,0.9999980926513672,5.25462624523243e-08,1.9441026779531967e-06,5.81778323294202e-08
Test_127,4.481956784729846e-05,0.0001284363679587841,2.0038289676449494e-06,0.9998248219490051
Test_128,1.485068068518558e-08,0.1901310831308365,0.7438209652900696,0.06604801118373871
Test_129,0.00037151144351810217,0.08951462805271149,0.8695819973945618,0.04053185507655144
Test_130,1.0361245585954748e-06,0.030859602615237236,4.615882517100545e-06,0.9691346883773804
Test_131,1.7222739076908078e-12,1.6942981462264584e-09,4.1419412387735943e-13,1.0
Test_132,0.9999990463256836,1.5074416159777115e-09,9.489556873631955e-07,2.1702366126419292e-08
Test_133,6.459363266486662e-09,0.7129710912704468,1.3265944787121953e-08,0.287028968334198
Test_134,0.214231476187706,0.00040237337816506624,0.0037495004944503307,0.7816166281700134
Test_135,4.0213935790234245e-06,0.0140182850882411,0.9857914447784424,0.00018628024554345757
Test_136,5.9148571457390275e-12,1.493204493385747e-08,4.585937532497475e-12,1.0
Test_137,5.325234305982637e-15,1.3364826372708194e-05,0.9999866485595703,4.512239540344076e-12
Test_138,6.160615767525357e-11,2.440851676510647e-05,0.9999755620956421,7.345886919585265e-12
Test_139,0.9999935626983643,6.6110397156649015e-09,1.5157824009293108e-06,4.8966280701279175e-06
Test_140,0.0003293251502327621,6.341528205666691e-05,0.9966697096824646,0.002937536919489503
Test_141,1.7452823158237152e-05,4.660339243400813e-07,8.089139555522706e-06,0.9999740123748779
Test_142,9.959023373085074e-06,0.0009175247396342456,6.5728459048841614e-06,0.9990659356117249
Test_143,0.0005127793410792947,4.909425479127094e-05,2.86597842205083e-05,0.9994094371795654
Test_144,0.9999997615814209,7.446049998804938e-09,2.6592309154693794e-07,4.307062440034315e-08
Test_145,0.00044628657633438706,0.0015824564034119248,5.406470154412091e-05,0.9979172348976135
Test_146,2.9390556655073397e-10,5.4370237194234505e-05,0.9999455213546753,1.0992462051717666e-07
Test_147,1.876998903527216e-11,9.209065865434241e-07,0.9999990463256836,3.1624085294890136e-11
Test_148,0.9950213432312012,1.8534539776737802e-05,0.00023763612261973321,0.004722538869827986
Test_149,0.0018412594217807055,0.0016018664464354515,0.9959779977798462,0.0005788215785287321
Test_150,1.0237953818048595e-09,8.559134556662684e-08,3.5809821774535067e-10,0.9999998807907104
Test_151,6.812428948390987e-19,2.8644353555762336e-09,1.0,2.0981239884582462e-14
Test_152,1.8365116716267949e-07,0.0028170698788017035,0.9971824884414673,2.4151449906639755e-07
Test_153,4.152678229729645e-06,3.417918924242258e-05,2.174439578084275e-05,0.9999399185180664
Test_154,9.22213416743034e-09,0.00015829986659809947,0.9998416900634766,2.389853870354841e-09
Test_155,3.851283007783035e-12,3.544605351635255e-05,0.9999645948410034,2.2273644040282647e-10
Test_156,4.85633390781004e-05,0.0027919048443436623,5.674394742527511e-06,0.9971538782119751
Test_157,0.9988304972648621,3.5668826967594214e-06,0.0008497708477079868,0.000316175923217088
Test_158,1.7868783119823206e-09,1.6210427133955818e-07,7.094004272900634e-10,0.9999998807907104
Test_159,1.0293651030224282e-05,0.0007763631292618811,0.9992076754570007,5.7177740018232726e-06
Test_160,0.9999895095825195,8.829370123919489e-09,8.503322533215396e-06,2.0005977603432257e-06
Test_161,2.870295645607257e-08,5.091085040476173e-05,1.3257380970799204e-08,0.9999490976333618
Test_162,3.0198787470681054e-08,3.4600420306674096e-09,1.0,3.193837139203737e-10
Test_163,2.5225954658480987e-09,0.0007170423632487655,0.9992830157279968,2.589066561142772e-08
Test_164,0.04789338633418083,0.42975544929504395,0.0009419021662324667,0.5214092135429382
Test_165,8.991008826342295e-09,1.1802268090832513e-05,2.7068873365010404e-08,0.9999881982803345
Test_166,1.2333960519583798e-09,7.318094130681629e-09,1.0,1.0178836939989111e-10
Test_167,3.1694010971250464e-08,2.439624040562194e-06,0.9999974966049194,2.570872759122267e-08
Test_168,1.4231675777409691e-05,0.9997525811195374,2.3420161596732214e-05,0.00020973815117031336
Test_169,0.17514020204544067,2.4874854716472328e-05,0.8247895836830139,4.537408676696941e-05
Test_170,0.016850924119353294,0.019739815965294838,0.00013623830454889685,0.9632729887962341
Test_171,0.0013539157807826996,4.76665309179225e-06,0.9986372590065002,4.067122972628567e-06
Test_172,7.56753288442269e-05,0.138584166765213,0.861327588558197,1.2643566151382402e-05
Test_173,1.598473198423378e-12,6.311085343213563e-08,0.9999998807907104,1.9174399481375337e-12
Test_174,0.0038680138532072306,0.0003911440435331315,0.0007901708013378084,0.9949506521224976
Test_175,0.9999990463256836,2.3552520644898323e-07,6.467508910645847e-07,1.5748288717531977e-07
Test_176,8.181671091733733e-07,2.380584555794485e-05,0.9999665021896362,8.775672540650703e-06
Test_177,2.347970776139796e-12,6.035194566322843e-10,3.325278594146219e-11,1.0
Test_178,1.921672673418917e-12,5.080250803368713e-11,5.3576405464883514e-12,1.0
Test_179,0.00045194075210019946,0.00549366045743227,0.9938417673110962,0.00021263166854623705
Test_180,1.0278677109454293e-07,0.00028460935573093593,0.999715268611908,4.013351428966416e-08
Test_181,6.741458491887897e-05,3.3946740586543456e-05,1.1714574611687567e-05,0.9998868703842163
Test_182,0.0020710728131234646,0.5198341608047485,0.4776415228843689,0.00045322038931772113
Test_183,0.9999470710754395,3.914983608410694e-06,4.755102418130264e-05,1.4039316056368989e-06
Test_184,4.763306151289726e-06,6.326235961751081e-07,2.6727855129138334e-06,0.9999918937683105
Test_185,5.2152707041841495e-08,0.000572989578358829,3.4147091820813102e-09,0.9994269609451294
Test_186,0.00018050508515443653,0.004043989814817905,9.929138468578458e-05,0.9956762194633484
Test_187,1.1274293905266068e-18,1.439682262294184e-10,1.0,9.111487091500206e-18
Test_188,8.008390040004087e-08,4.084352767108612e-08,0.9999998807907104,9.639379960901806e-09
Test_189,0.9995624423027039,8.622976565675344e-06,0.0002571743098087609,0.00017178355483338237
Test_190,0.0005801705410704017,0.3517903685569763,0.6475620269775391,6.745778227923438e-05
Test_191,0.00025459215976297855,0.003748268587514758,0.99599289894104,4.1481339394522365e-06
Test_192,0.8251878619194031,0.002757645444944501,0.1690312772989273,0.003023301949724555
Test_193,4.0620473484182797e-16,1.2170524144039518e-08,1.0,2.362945790098693e-15
Test_194,4.332884202540299e-07,0.2829909920692444,0.7170085906982422,2.0428473135325476e-08
Test_195,0.09900476038455963,0.8920993208885193,0.0012932198587805033,0.007602716330438852
Test_196,0.00015797058586031199,0.5154532790184021,3.9984588511288166e-05,0.48434871435165405
Test_197,1.6217070741841866e-10,9.34141735342564e-06,0.999990701675415,5.015454362933269e-08
Test_198,3.4710649288172135e-07,1.409393689755234e-06,5.552943438402735e-09,0.9999982118606567
Test_199,0.0007542117382399738,0.0015617536846548319,0.997670590877533,1.3486557691066992e-05
Test_200,1.2897158008229326e-08,2.8841759558417834e-06,0.9999971389770508,1.2583573072433296e-09
Test_201,1.7596472057235246e-09,3.479186261756695e-06,1.211717062687967e-06,0.9999953508377075
Test_202,3.561393896234222e-05,0.006122101563960314,0.4928278923034668,0.5010143518447876
Test_203,5.6508939451305196e-05,0.013720003888010979,0.9858954548835754,0.000327975838445127
Test_204,1.879711817309726e-06,0.016343288123607635,2.2367732981365407e-06,0.9836525917053223
Test_205,7.687889592489228e-06,4.6431673581537325e-06,3.5321804716659244e-06,0.9999841451644897
Test_206,2.124074180431812e-11,4.39651337558189e-08,1.3803838627701737e-10,1.0
Test_207,0.0032206065952777863,0.0008266454678960145,0.993179202079773,0.0027735999319702387
Test_208,1.1007679212582389e-08,1.1732373295103571e-08,7.20865145353855e-09,1.0
Test_209,8.780529014984495e-08,0.010185467079281807,0.9898136258125305,8.45990655307105e-07
Test_210,4.2935663358001364e-10,3.819604444288416e-06,7.314075567421696e-09,0.9999961853027344
Test_211,0.0008710444672033191,0.9801457524299622,0.0015526143833994865,0.017430605366826057
Test_212,4.955387836180769e-11,6.772763461171394e-10,1.0,9.146164728357498e-12
Test_213,0.0004662268911488354,0.1745619922876358,0.8249211311340332,5.0679129344644025e-05
Test_214,1.3242501154309139e-05,0.00015573725977446884,0.9998192191123962,1.1855589946208056e-05
Test_215,0.017801975831389427,0.7766393423080444,4.261118374415673e-05,0.20551612973213196
Test_216,0.999998927116394,3.479379699911078e-07,7.093291856108408e-07,3.426042738396973e-08
Test_217,5.736974451053811e-09,2.8789194402634166e-05,2.0893562435730928e-08,0.9999711513519287
Test_218,0.9999772310256958,5.337681159289787e-06,1.4086217561271042e-05,3.3687520044622943e-06
Test_219,7.715403316232994e-11,5.448531403828838e-09,1.0,2.2022307588631662e-11
Test_220,8.835606690738018e-10,2.9720677474642798e-08,1.6001383551511594e-09,1.0
Test_221,0.019323403015732765,0.006452768575400114,0.0013810296077281237,0.9728427529335022
Test_222,0.0001311650121351704,0.0002497832465451211,0.9995529055595398,6.60879522911273e-05
Test_223,5.780625542683993e-07,0.0011556365061551332,0.9988418221473694,2.073235236821347e-06
Test_224,0.10150609910488129,0.0005731226410716772,0.8796378374099731,0.018282901495695114
Test_225,0.9999966621398926,6.6052372460490005e-09,3.018147253897041e-06,3.934861467769224e-07
Test_226,9.389729029862792e-07,0.0036567114293575287,0.9963310360908508,1.1326461390126497e-05
Test_227,1.1094254404042658e-09,2.566414195825928e-06,3.933852688042805e-10,0.9999973773956299
Test_228,3.065136525037815e-06,8.765990173742466e-07,0.9999960660934448,3.547640403667174e-08
Test_229,2.220754025117344e-09,2.9205938290033373e-07,0.9999997615814209,1.461805787528192e-08
Test_230,3.6734093100676546e-06,8.587856427766383e-06,4.6530644226550066e-07,0.9999872446060181
Test_231,5.879705056166529e-10,3.1637366646464216e-06,4.250126917071384e-09,0.9999967813491821
Test_232,0.9998829364776611,1.0250580828596867e-07,6.54901668895036e-05,5.148207492311485e-05
Test_233,0.9998490810394287,2.9258930833719887e-09,0.00015065497427713126,1.9068825451995508e-07
Test_234,0.002106764819473028,0.4775482714176178,0.00034982222132384777,0.5199951529502869
Test_235,4.8170453736950947e-11,1.600851220473487e-07,2.2879708544421007e-11,0.9999998807907104
Test_236,0.006489926017820835,0.20386196672916412,0.7896172404289246,3.08594862872269e-05
Test_237,5.96578274780768e-07,0.9877604246139526,0.0006395451491698623,0.011599425226449966
Test_238,3.1067870498446837e-09,0.029302382841706276,0.9706976413726807,1.650600212066422e-09
Test_239,2.5703210549267008e-15,2.4572054613258842e-08,1.0,2.583520137733193e-17
Test_240,1.9605010670442624e-10,0.0007085032993927598,0.9992914199829102,6.335165725346315e-11
Test_241,4.450995660931767e-08,5.3353895054897293e-05,0.9998306035995483,0.00011591977818170562
Test_242,0.0011471780017018318,0.0006728455773554742,4.694833933172049e-06,0.9981752634048462
Test_243,0.9999951124191284,5.696077209904615e-07,3.5205896438128548e-06,7.35753417302476e-07
Test_244,7.208292663563043e-05,0.00535487150773406,0.00024501592270098627,0.9943280816078186
Test_245,6.545877795360866e-07,0.020722566172480583,0.9792765378952026,2.7428583848632115e-07
Test_246,4.229635044983304e-11,1.9820915042600973e-07,3.294201578185607e-10,0.9999997615814209
Test_247,1.4261024815481055e-13,8.68044978119542e-08,2.263618546077817e-12,0.9999998807907104
Test_248,0.0038087775465101004,0.24055154621601105,6.3890856836223975e-06,0.7556332945823669
Test_249,0.8639384508132935,0.00033108607749454677,0.06858120113611221,0.06714925169944763
Test_250,0.9999942779541016,1.4221947139958502e-06,4.331671789259417e-06,1.613972422376264e-08
Test_251,0.9769896268844604,0.00095129304099828,0.0004561490786727518,0.021602876484394073
Test_252,1.7877975551527925e-05,6.360048428177834e-05,0.9999055862426758,1.2824312761949841e-05
Test_253,4.664494554162957e-05,0.13934388756752014,9.324986422143411e-06,0.8606001734733582
Test_254,4.255845453826623e-09,1.0926434697466902e-05,2.97829849671416e-09,0.9999890327453613
Test_255,0.0025066426023840904,8.771786815486848e-05,1.6298088667099364e-05,0.9973893761634827
Test_256,1.1871080687342328e-06,5.234907689555257e-07,3.271084025868731e-08,0.9999982118606567
Test_257,2.510431029723037e-10,7.833132258383557e-06,0.9999921321868896,4.22419287049447e-11
Test_258,0.00018235562311019748,0.6869882345199585,0.3128208816051483,8.483571036776993e-06
Test_259,0.9697292447090149,0.01581643708050251,0.00634010648354888,0.008114097639918327
Test_260,2.4021655775641193e-09,9.479317775173968e-09,3.026514372450606e-09,1.0
Test_261,4.843431211654092e-11,1.5807587772087572e-07,0.9999998807907104,2.1388406323818998e-10
Test_262,3.6350513710203813e-07,0.0004515612090472132,7.06496564362169e-07,0.9995473027229309
Test_263,0.9831275939941406,4.654240456147818e-06,0.00017356582975480705,0.01669415459036827
Test_264,0.9999068975448608,9.678963408532582e-08,8.961935236584395e-05,3.3265760066569783e-06
Test_265,0.0011113042710348964,0.0003285858256276697,0.9985308647155762,2.9294411433511414e-05
Test_266,9.57118473365881e-09,7.403160111607576e-07,1.0610230027907619e-08,0.9999992847442627
Test_267,1.0,1.3434443661697326e-11,1.1615277628607146e-08,9.007841694774754e-11
Test_268,1.449155995203455e-08,0.9981957077980042,0.0018039057031273842,3.9632348602935963e-07
Test_269,0.9658080339431763,0.00018419807020109147,0.0012197248870506883,0.03278801217675209
Test_270,0.006308077368885279,0.00016812396643217653,0.00013819664309266955,0.9933856129646301
Test_271,0.001732483273372054,0.0011084069265052676,0.0016127488343045115,0.9955463409423828
Test_272,1.2186711728645605e-07,0.09409800916910172,0.9059001207351685,1.686686687207839e-06
Test_273,0.9999929666519165,1.4405574688680645e-07,4.86521912534954e-06,1.996295395656489e-06
Test_274,1.2945534921815494e-10,1.0232712810420708e-07,0.9999998807907104,1.43274125896653e-09
Test_275,1.2532238542917185e-05,0.0012626569950953126,0.9987234473228455,1.32083289372531e-06
Test_276,9.773349773922746e-08,4.258902117726393e-05,9.762547961145174e-07,0.9999563694000244
Test_277,0.39718857407569885,0.14109958708286285,0.05690232664346695,0.40480953454971313
Test_278,4.5323673703023815e-09,5.388585577748017e-07,7.116705003085144e-09,0.9999994039535522
Test_279,6.14353706795967e-12,5.661225799258318e-08,1.0,6.426977006146473e-11
Test_280,1.4333784159603624e-09,3.0866381450778135e-08,4.964453292899407e-10,1.0
Test_281,4.080529525385401e-10,9.153142741524789e-07,5.6990110547383566e-11,0.9999990463256836
Test_282,7.054661921301886e-08,0.9999955892562866,1.0681428364023304e-07,4.2249957914464176e-06
Test_283,1.7833443735071342e-06,0.03927414491772652,0.960722029209137,2.0629136088246014e-06
Test_284,1.040301711441316e-08,1.6864738427102566e-05,0.9999830722808838,8.112283289563038e-09
Test_285,7.371097154873496e-08,2.9711231945839245e-06,1.547362700193844e-07,0.9999967813491821
Test_286,2.286622091673962e-08,1.703446450562751e-08,6.1629590319967065e-09,1.0
Test_287,0.00929068960249424,0.00042877541272901,0.010085111483931541,0.9801953434944153
Test_288,3.3114681627921527e-06,0.00034349807538092136,1.0471514542587101e-05,0.9996427297592163
Test_289,4.581232104783339e-08,5.518239731827634e-07,5.3272312783292364e-08,0.9999994039535522
Test_290,1.4382120525624487e-06,0.18339988589286804,0.8165985941886902,7.44523589446544e-08
Test_291,4.404490027809516e-06,3.5945195122621953e-05,0.9999595880508423,9.653513188823126e-08
Test_292,0.9996405839920044,7.915574315120466e-06,0.00026155650266446173,8.99705191841349e-05
Test_293,6.050527620323054e-20,1.0954730456091966e-08,1.0,2.3372579641823772e-18
Test_294,1.6793589852071023e-09,0.0005036867223680019,0.9994959831237793,3.8592727946706873e-07
Test_295,8.302505193569232e-06,1.3745447176916059e-05,0.9999774694442749,4.237826090047747e-07
Test_296,0.09587778151035309,0.03119497373700142,0.16149668395519257,0.711430549621582
Test_297,9.034184040501714e-05,2.0467621652642265e-05,8.300050831167027e-05,0.9998062252998352
Test_298,4.8853967200557236e-06,0.0909210667014122,0.9055694937705994,0.0035046113189309835
Test_299,4.029980118502863e-05,0.02165299281477928,0.002818359760567546,0.9754883646965027
Test_300,0.9999462366104126,3.414122033973399e-07,5.307458923198283e-05,3.298374622318079e-07
Test_301,0.9999997615814209,4.673994080661714e-09,2.2143292710552487e-07,1.3296995726719274e-09
Test_302,8.928358052884278e-10,9.501932254352141e-06,9.279814250362506e-09,0.9999904632568359
Test_303,0.9999446868896484,2.6188843094132608e-06,1.8812857888406143e-05,3.381838178029284e-05
